id,fecha,titulo,descripcion,tipo,fuente,fuente_url,legal_status,candidato_afectado,direccion,motif_primary,frame,emocion,dimension_impacto,region,intensidad,credibilidad,riesgo_desinformacion,canales_probables,perfiles_relevantes,resumen_para_agente,fecha_corte,source_strict,source_category,ownership_type,geographic_scope,candidate_scope,observation_role,event_cluster_id,event_cluster_size,source_class_balance_weight,model_sampling_weight,engagement_likes,engagement_reposts,engagement_comments,engagement_views,engagement_status
S191,2026-06-20,Verifican que una imagen de la Selección Colombia fue manipulada con IA para darle carga política,Infobae documenta una pieza viral falsa utilizada para asociar a la Selección Colombia con contenido electoral.,verificacion_desinformacion,Infobae Colombia,https://www.infobae.com/colombia/2026/06/20/imagen-viral-de-celebracion-de-la-seleccion-colombia-es-falsa-fue-manipulada-con-ia-para-darle-carga-politica/,verificacion_periodistica,AMBOS,contexto,imagen_falsa_seleccion_colombia,riesgo_desinformacion_ia,desconfianza,integridad_informativa,Nacional / Redes sociales,0.8,0.86,0.94,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,Infobae documenta una pieza viral falsa utilizada para asociar a la Selección Colombia con contenido electoral.,2026-06-20,True,prensa_privada,privado,nacional,AMBOS,canonical_signal,EVT-S191-UNIQUE,1,0.851852,0.851852,,,,,not_available
S192,2026-06-20,Polymarket asigna a De la Espriella 87 % de probabilidad a un día de la elección,SEMANA reporta una probabilidad de mercado de predicción; no corresponde a una encuesta electoral representativa.,mercado_prediccion,SEMANA,https://www.semana.com/confidenciales/articulo/a-un-dia-de-las-elecciones-abelardo-de-la-espriella-tiene-el-87-de-probabilidades-de-ser-el-presidente-segun-polymarket/202644/,estimacion_no_encuesta,De la Espriella,positiva,favoritismo_mercado_prediccion,expectativa_de_victoria,confianza,efecto_ganador,Nacional / Digital,0.84,0.68,0.28,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,SEMANA reporta una probabilidad de mercado de predicción; no corresponde a una encuesta electoral representativa.,2026-06-20,True,prensa_privada,privado,nacional,De la Espriella,canonical_signal,EVT-20260620-PREDICTION,1,0.851852,0.851852,,,,,not_available
S193,2026-06-20,De la Espriella recibe respaldo de un eurodiputado a un día de la elección,SEMANA reporta un pronunciamiento europeo favorable al candidato y lo presenta como una señal internacional.,apoyo_internacional,SEMANA,https://www.semana.com/amp/mundo/articulo/abelardo-de-la-espriella-recibe-apoyo-del-congreso-europeo-a-un-dia-de-las-elecciones-el-resultado-importara-para-el-mundo/202622/,declaracion_publica_reportada,De la Espriella,positiva,respaldo_europeo,validacion_internacional_derecha,validacion,apoyo_politico,Internacional / Nacional,0.72,0.8,0.14,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,SEMANA reporta un pronunciamiento europeo favorable al candidato y lo presenta como una señal internacional.,2026-06-20,True,prensa_privada,privado,nacional,De la Espriella,canonical_signal,EVT-20260620-INTERNATIONAL-ENDORSEMENT-E,1,0.851852,0.851852,,,,,not_available
S194,2026-06-20,Karen Sevillano y Neider García hacen público su apoyo a Iván Cepeda,Infobae reporta la participación de dos figuras públicas en contenido de campaña favorable a Cepeda.,apoyo_figura_publica,Infobae Colombia,https://www.infobae.com/colombia/2026/06/20/karen-sevillano-y-neider-garcia-hacen-publico-su-apoyo-al-candidato-presidencial-ivan-cepeda-participacion-en-contenido-de-campana-y-gesto-simbolico-desatan-reacciones/,declaracion_publica_reportada,Cepeda,positiva,apoyo_influenciadores_pacifico,respaldo_cultural_y_digital,identificacion,apoyo_politico,Pacífico / Nacional / Redes sociales,0.78,0.82,0.12,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,Infobae reporta la participación de dos figuras públicas en contenido de campaña favorable a Cepeda.,2026-06-20,True,prensa_privada,privado,nacional,Cepeda,canonical_signal,EVT-20260620-PUBLIC-FIGURES-C,1,0.851852,0.851852,,,,,not_available
S195,2026-06-20,Greeicy publica un mensaje cívico antes de la segunda vuelta,"La artista invita a valorar la posibilidad de decidir, sin que la nota documente un respaldo explícito a alguno de los candidatos.",mensaje_participacion,Infobae Colombia,https://www.infobae.com/colombia/2026/06/20/el-mensaje-de-greeicy-antes-de-las-elecciones-presidenciales-en-colombia-hay-algo-que-nos-une-y-es-la-posibilidad-de-decidir/,declaracion_publica_reportada,AMBOS,contexto,llamado_a_participar,participacion_civica,esperanza,participacion_electoral,Nacional / Redes sociales,0.61,0.82,0.08,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,"La artista invita a valorar la posibilidad de decidir, sin que la nota documente un respaldo explícito a alguno de los candidatos.",2026-06-20,True,prensa_privada,privado,nacional,AMBOS,canonical_signal,EVT-20260620-CIVIC-PARTICIPATION,1,0.851852,0.851852,,,,,not_available
S196,2026-06-20,Récord de votantes y tensión entre colombianos en España durante la segunda vuelta,EL PAÍS reporta alta movilización del electorado colombiano en España y una conversación polarizada.,voto_exterior,EL PAÍS,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-20/record-de-votantes-y-maxima-tension-los-colombianos-en-espana-se-vuelcan-en-las-urnas-en-la-segunda-vuelta.html,hecho_reportado,AMBOS,mixta,movilizacion_voto_exterior,participacion_y_polarizacion,tension,participacion_electoral,Exterior / España,0.79,0.89,0.08,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,EL PAÍS reporta alta movilización del electorado colombiano en España y una conversación polarizada.,2026-06-20,True,internacional,privado,internacional,AMBOS,canonical_signal,EVT-S196-UNIQUE,1,1.642857,1.642857,,,,,not_available
S197,2026-06-20,Streaming final: entrevista a Abelardo de la Espriella con José Manuel Acevedo,Noticias RCN publica una entrevista audiovisual de cierre en la que el candidato responde preguntas antes de la segunda vuelta.,entrevista_candidato,Noticias RCN / YouTube,https://www.youtube.com/watch?v=niFa18XIjyE,transmision_publica,De la Espriella,contexto,acceso_directo_candidato,entrevista_de_cierre,expectativa,visibilidad_candidato,Nacional / Digital,0.8,0.85,0.1,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,Noticias RCN publica una entrevista audiovisual de cierre en la que el candidato responde preguntas antes de la segunda vuelta.,2026-06-20,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-20260620-STREAM-E,1,0.589744,0.589744,,,,,not_available
S198,2026-06-20,Iván Cepeda habla de sus propuestas y de la segunda vuelta en Noticias Caracol,Noticias Caracol difunde una entrevista audiovisual con el candidato durante la emisión de mediodía del 20 de junio.,entrevista_candidato,Noticias Caracol / YouTube,https://www.youtube.com/watch?v=LIc8XaG2u_M,transmision_publica,Cepeda,contexto,acceso_directo_candidato,entrevista_de_cierre,expectativa,visibilidad_candidato,Nacional / Digital,0.8,0.86,0.1,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,Noticias Caracol difunde una entrevista audiovisual con el candidato durante la emisión de mediodía del 20 de junio.,2026-06-20,True,television,privado,nacional,Cepeda,canonical_signal,EVT-20260620-STREAM-C,1,0.589744,0.589744,,,,5300,observed_search_snapshot_2026-06-21
S199,2026-06-20,Así está el ambiente previo a la elección entre Cepeda y De la Espriella,Minuto60 presenta un reporte audiovisual sobre la jornada decisiva y el ambiente electoral previo.,reporte_audiovisual,Minuto60,https://www.minuto60.com/elecciones-2026/elecciones-colombia-2026-cepeda-vs-espriella/10903,hecho_reportado,AMBOS,contexto,ambiente_preelectoral,jornada_decisiva,expectativa,clima_electoral,Nacional / Regional,0.71,0.78,0.12,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,Minuto60 presenta un reporte audiovisual sobre la jornada decisiva y el ambiente electoral previo.,2026-06-20,True,regional,privado,regional,AMBOS,canonical_signal,EVT-S199-UNIQUE,1,4.600000,3.000000,,,,,not_available
S200,2026-06-01,¿Qué pasa si gana el voto en blanco en las elecciones presidenciales?,La FM explica las reglas generales y la diferencia entre primera y segunda vuelta.,explicacion_voto_blanco,La FM,https://www.lafm.com.co/politica/elecciones-colombia-2026-esto-pasa-voto-blanco-gana-elecciones-presidenciales-401054,explicacion_legal_periodistica,VOTO_EN_BLANCO,contexto,efecto_juridico_voto_blanco,alfabetizacion_electoral,certeza,procedimiento_electoral,Nacional,0.66,0.82,0.12,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,La FM explica las reglas generales y la diferencia entre primera y segunda vuelta.,2026-06-20,True,radio,privado,nacional,VOTO_EN_BLANCO,supporting_observation,EVT-202606-BLANK-RULES,5,0.793103,0.158621,,,,,not_available
S201,2026-06-04,Pares debate el costo político de promover el voto en blanco desde el centro,La Fundación Paz y Reconciliación publica una columna crítica sobre la posibilidad de que figuras del centro promuevan voto en blanco o abstención.,opinion_voto_blanco,Fundación Paz y Reconciliación (Pares),https://www.pares.com.co/promover-el-voto-en-blanco-el-error-que-no-pueden-cometer-claudia-oviedo-y-fajardo/,opinion_editorial,VOTO_EN_BLANCO,negativa,debate_centro_voto_blanco,costo_estrategico_del_blanco,preocupacion,transferencia_voto_centro,Nacional,0.68,0.78,0.12,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,La Fundación Paz y Reconciliación publica una columna crítica sobre la posibilidad de que figuras del centro promuevan voto en blanco o abstención.,2026-06-20,True,alternativo_investigativo,independiente,nacional,VOTO_EN_BLANCO,canonical_signal,EVT-20260604-BLANK-DEBATE,1,1.642857,1.642857,,,,,not_available
S202,2026-06-10,Jorge Enrique Robledo anuncia que votará en blanco en la segunda vuelta,"En una publicación personal, Robledo comunica de forma explícita su decisión de votar en blanco y expone sus razones.",declaracion_voto_blanco,Jorge Enrique Robledo / Instagram,https://www.instagram.com/reel/DZZ0jkCuCHI/,declaracion_personal_directa,VOTO_EN_BLANCO,positiva,anuncio_personal_voto_blanco,rechazo_a_ambas_candidaturas,desaprobacion,senal_elite_voto_blanco,Nacional / Redes sociales,0.82,0.96,0.04,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,"En una publicación personal, Robledo comunica de forma explícita su decisión de votar en blanco y expone sus razones.",2026-06-20,True,social_oficial,personal_oficial,nacional,VOTO_EN_BLANCO,canonical_signal,EVT-20260610-ROBLEDO-BLANK,1,0.605263,0.605263,,,,,not_available
S203,2026-06-13,"Encuesta CNC para CAMBIO registra 6,7 % de intención de voto en blanco","La medición final de CNC/CAMBIO ubica el voto en blanco en 6,7 %, junto con las preferencias por los dos candidatos.",encuesta_voto_blanco,CAMBIO / Centro Nacional de Consultoría,https://cambiocolombia.com/elecciones-colombia-2026/articulo/2026/6/ultima-encuesta-espriella-consolida-su-ventaja-cepeda-agota-tiempo-remontar,encuesta_publicada,VOTO_EN_BLANCO,contexto,intencion_voto_blanco_6_7,medicion_electoral,incertidumbre,intencion_de_voto,Nacional,0.76,0.88,0.08,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,"La medición final de CNC/CAMBIO ubica el voto en blanco en 6,7 %, junto con las preferencias por los dos candidatos.",2026-06-20,True,alternativo_investigativo,independiente,nacional,VOTO_EN_BLANCO,canonical_signal,EVT-20260613-BLANK-POLL,1,1.642857,1.642857,,,,,not_available
S204,2026-06-13,Registraduría aclara que el voto en blanco en segunda vuelta tiene efecto simbólico,"La autoridad electoral explica que el voto en blanco expresa rechazo a ambas opciones, pero no impide que gane el candidato con más votos.",informacion_oficial_voto_blanco,Registraduría Nacional del Estado Civil,https://www.instagram.com/p/DZiVwHZE8kf/,informacion_oficial,VOTO_EN_BLANCO,contexto,efecto_simbolico_no_juridico,regla_oficial_segunda_vuelta,certeza,procedimiento_electoral,Nacional,0.79,0.98,0.02,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,"La autoridad electoral explica que el voto en blanco expresa rechazo a ambas opciones, pero no impide que gane el candidato con más votos.",2026-06-20,True,medio_publico,publico,nacional,VOTO_EN_BLANCO,canonical_signal,EVT-202606-BLANK-RULES,5,4.600000,0.920000,,,,,not_available
S205,2026-06-18,Infobae explica qué ocurre si el voto en blanco obtiene mayoría en segunda vuelta,La nota revisa la regla aplicable y aclara que el voto en blanco no fuerza una repetición del balotaje.,explicacion_voto_blanco,Infobae Colombia,https://www.infobae.com/colombia/2026/06/18/que-pasa-si-gana-el-voto-en-blanco-en-la-segunda-vuelta-de-las-elecciones-presidenciales-en-colombia-segun-la-ley/,explicacion_legal_periodistica,VOTO_EN_BLANCO,contexto,mayoria_voto_blanco_segunda_vuelta,alfabetizacion_electoral,certeza,procedimiento_electoral,Nacional,0.7,0.86,0.08,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,La nota revisa la regla aplicable y aclara que el voto en blanco no fuerza una repetición del balotaje.,2026-06-20,True,prensa_privada,privado,nacional,VOTO_EN_BLANCO,supporting_observation,EVT-202606-BLANK-RULES,5,0.851852,0.170370,,,,,not_available
S206,2026-06-19,Tropicana reproduce la aclaración de la Registraduría sobre los efectos del voto en blanco,El medio radial explica que el voto en blanco es simbólico en la segunda vuelta y que gana quien supere al rival.,explicacion_voto_blanco,Tropicana,https://www.tropicanafm.com/2026/registraduria-explico-cuales-son-los-efectos-del-voto-en-blanco-para-la-segunda-vuelta-presidencial-468276.html,explicacion_oficial_reproducida,VOTO_EN_BLANCO,contexto,efecto_simbolico_no_juridico,orientacion_al_votante,certeza,procedimiento_electoral,Nacional,0.69,0.89,0.05,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,El medio radial explica que el voto en blanco es simbólico en la segunda vuelta y que gana quien supere al rival.,2026-06-20,True,radio,privado,nacional,VOTO_EN_BLANCO,supporting_observation,EVT-202606-BLANK-RULES,5,0.793103,0.158621,,,,,not_available
S207,2026-06-20,¿Con cuántos votos y con qué porcentaje se gana en segunda vuelta?,El Espectador explica la mayoría simple y aborda el papel no decisorio del voto en blanco en el balotaje.,explicacion_voto_blanco,El Espectador,https://www.elespectador.com/politica/con-cuantos-votos-y-con-que-porcentaje-se-gana-en-segunda-vuelta-en-colombia-2026-noticias-hoy-elecciones-2026/?outputType=amp,explicacion_legal_periodistica,VOTO_EN_BLANCO,contexto,mayoria_simple_y_voto_blanco,alfabetizacion_electoral,certeza,procedimiento_electoral,Nacional,0.7,0.89,0.06,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,El Espectador explica la mayoría simple y aborda el papel no decisorio del voto en blanco en el balotaje.,2026-06-20,True,prensa_privada,privado,nacional,VOTO_EN_BLANCO,supporting_observation,EVT-202606-BLANK-RULES,5,0.851852,0.170370,,,,,not_available
